Batch_ID,Timestamp,Speed_Raw,Temp_Raw,Viscosity_Raw,MassFrac_Raw,MixTime_Raw,HeatTime_Raw,ColdTime_Raw,Phase_Val,Quality_Val,Code_Speed,Code_Temp,Code_Visc,Code_MassFrac,Code_Phase,Code_Quality,Transaction_Itemset
B2023-1116,1768290306.612141,23.44,20.73,0.4813,11.85,8.49,8.06,7.39,2,1,N_2040,T_2030,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1117,1768290366.612141,45.85,50.0,0.2117,8.23,5.0,8.09,5.7,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1118,1768290426.612141,76.03,36.15,0.1819,4.54,8.13,6.62,8.72,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1119,1768290486.612141,67.96,36.55,0.1193,3.76,2.1,7.65,6.67,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1120,1768290546.612141,39.92,47.6,0.3345,9.84,3.45,3.15,5.74,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1121,1768290606.612141,27.32,28.32,0.2493,6.8,8.33,4.82,5.43,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1122,1768290666.612141,21.92,27.8,0.2501,11.16,4.21,6.58,8.03,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1123,1768290726.612141,39.31,42.67,0.271,13.39,2.32,4.23,6.67,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1124,1768290786.612141,30.64,27.7,0.2652,7.13,5.51,3.97,6.27,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1125,1768290846.612141,71.46,53.66,0.2794,1.1,7.87,5.0,4.62,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-1126,1768290906.612141,49.32,45.71,0.3897,8.84,2.64,5.72,4.97,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1127,1768290966.612141,38.03,49.24,0.3657,7.34,2.64,4.26,7.53,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1128,1768291026.612141,78.37,46.45,0.1648,2.17,4.78,5.3,6.94,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1129,1768291086.612141,49.7,40.79,0.2128,8.85,4.23,7.88,5.37,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1130,1768291146.612141,40.82,50.59,0.3412,13.3,8.25,8.14,8.16,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1131,1768291206.612141,26.22,29.09,0.1407,7.93,8.72,4.24,5.57,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1132,1768291266.612141,46.46,46.08,0.2289,5.81,6.72,7.38,7.47,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1133,1768291326.612141,69.03,48.53,0.382,2.27,5.66,6.45,4.31,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1134,1768291386.612141,24.84,23.21,0.1031,7.29,7.03,5.27,5.99,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1135,1768291446.612141,30.66,48.18,0.2413,5.78,8.22,4.02,7.25,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1136,1768291506.612141,33.69,44.78,0.2083,13.49,8.1,6.67,8.93,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1137,1768291566.612141,18.42,13.67,0.4969,2.77,2.8,3.87,4.41,2,1,N_0020,T_1020,V_4550,WF_0005,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1138,1768291626.612141,20.12,38.15,0.2663,7.52,3.98,7.55,5.23,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1139,1768291686.612141,28.26,24.11,0.2571,8.37,2.86,5.94,7.76,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1140,1768291746.612141,35.5,22.59,0.2992,6.57,5.03,5.01,7.65,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1141,1768291806.612141,42.55,49.78,0.2831,6.01,7.58,8.5,8.41,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1142,1768291866.612141,38.36,43.42,0.3116,11.25,4.37,8.33,5.56,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1143,1768291926.612141,31.36,31.53,0.1064,9.87,7.06,3.0,7.62,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1144,1768291986.612141,43.68,52.77,0.3578,12.68,4.41,8.18,6.36,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1145,1768292046.612141,16.3,23.69,0.4758,8.01,4.49,3.49,7.33,1,1,N_0020,T_2030,V_4550,WF_0515,PH_1,Q_F,"Speed: N_0020, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1146,1768292106.612141,41.11,40.88,0.3721,8.16,6.7,8.01,7.31,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1147,1768292166.612141,31.48,34.34,0.2759,11.36,2.65,5.31,8.35,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1148,1768292226.612141,46.97,45.99,0.3312,9.07,6.5,8.73,6.91,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1149,1768292286.612141,36.63,36.68,0.1113,13.48,7.98,4.98,5.81,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1150,1768292346.612141,37.15,26.37,0.2435,11.15,4.63,6.91,8.89,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1151,1768292406.612141,31.37,49.49,0.2722,6.91,7.42,8.61,7.11,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1152,1768292466.612141,27.81,24.95,0.1765,6.8,4.24,7.78,6.49,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1153,1768292526.612141,46.72,41.0,0.3066,8.76,7.64,3.12,5.16,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1154,1768292586.612141,24.24,30.13,0.126,5.58,5.18,5.69,6.83,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1155,1768292646.612141,33.98,37.1,0.2151,8.69,4.63,7.97,4.7,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1156,1768292706.612141,13.0,12.12,0.4687,5.74,8.77,5.67,8.44,1,1,N_0020,T_1020,V_4550,WF_0515,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1157,1768292766.612141,48.37,43.52,0.3759,10.58,4.43,4.44,7.33,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1158,1768292826.612141,36.95,45.77,0.3565,7.34,3.56,7.32,8.46,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1159,1768292886.612141,34.66,22.74,0.2082,8.08,2.19,6.11,8.45,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1160,1768292946.612141,25.27,28.88,0.2089,7.96,7.66,4.58,6.51,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1161,1768293006.612141,65.9,30.48,0.2721,4.09,8.84,5.51,8.23,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1162,1768293066.612141,21.54,23.1,0.1632,7.92,5.36,5.93,5.44,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1163,1768293126.612141,38.46,29.49,0.2558,9.84,8.6,4.81,7.12,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1164,1768293186.612141,34.99,32.75,0.1794,10.31,7.82,3.7,5.16,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1165,1768293246.612141,32.71,23.46,0.2212,13.87,6.7,4.94,7.81,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1166,1768293306.612141,46.63,54.5,0.3742,9.78,4.17,8.98,5.91,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1167,1768293366.612141,20.49,21.24,0.4995,10.06,3.44,4.73,7.61,2,1,N_2040,T_2030,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1168,1768293426.612141,38.64,49.51,0.2989,8.59,3.88,7.37,7.67,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1169,1768293486.612141,35.89,33.74,0.1364,10.56,4.31,5.18,7.5,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1170,1768293546.612141,65.14,35.09,0.372,1.61,7.95,3.42,4.62,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1171,1768293606.612141,29.76,31.43,0.2059,12.83,4.34,6.35,5.55,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1172,1768293666.612141,48.6,44.16,0.3289,12.83,8.6,3.19,6.27,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1173,1768293726.612141,28.22,21.99,0.4824,13.77,4.8,8.12,8.67,1,1,N_2040,T_2030,V_4550,WF_0515,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1174,1768293786.612141,34.53,52.73,0.2186,6.88,6.17,6.7,5.88,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1175,1768293846.612141,74.32,34.88,0.1317,2.86,5.78,8.93,4.42,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1176,1768293906.612141,73.41,33.67,0.2849,4.48,5.76,7.83,7.98,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1177,1768293966.612141,48.05,50.24,0.2074,10.81,2.93,6.24,8.94,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1178,1768294026.612141,19.27,18.83,0.4803,2.86,4.34,4.33,6.19,1,1,N_0020,T_1020,V_4550,WF_0005,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1179,1768294086.612141,38.39,52.46,0.3031,6.64,4.6,3.69,7.8,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1180,1768294146.612141,67.94,38.38,0.3754,1.11,2.47,7.37,4.29,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1181,1768294206.612141,48.48,44.53,0.2696,11.97,8.09,3.76,4.83,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1182,1768294266.612141,39.08,31.38,0.1507,9.74,8.05,7.96,7.26,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1183,1768294326.612141,32.57,37.64,0.2199,6.14,5.23,8.49,6.1,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1184,1768294386.612141,48.42,43.71,0.2904,8.37,5.27,7.14,5.15,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1185,1768294446.612141,24.24,26.34,0.2078,5.3,7.09,3.43,6.83,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1186,1768294506.612141,34.67,31.86,0.1919,7.5,5.88,8.94,7.57,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1187,1768294566.612141,33.05,22.17,0.2646,12.44,6.89,7.11,8.42,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1188,1768294626.612141,20.76,28.7,0.2617,7.51,6.94,5.5,8.86,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1189,1768294686.612141,24.28,37.23,0.2206,13.39,5.89,3.78,5.55,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1190,1768294746.612141,27.52,35.86,0.27,10.47,5.44,3.53,7.09,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1191,1768294806.612141,27.44,33.09,0.1174,8.25,4.45,6.51,8.49,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1192,1768294866.612141,21.47,38.92,0.1655,7.2,2.71,8.95,4.98,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1193,1768294926.612141,32.13,21.1,0.2041,8.18,4.88,3.06,8.37,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1194,1768294986.612141,35.11,36.69,0.2673,7.48,7.84,5.21,4.49,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1195,1768295046.612141,20.66,36.64,0.2856,6.2,6.13,3.14,5.61,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1196,1768295106.612141,76.84,47.41,0.3364,2.72,4.83,4.98,5.69,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1197,1768295166.612141,77.27,48.43,0.2523,4.75,2.84,8.02,8.96,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1198,1768295226.612141,35.28,38.81,0.1862,7.58,7.59,4.13,7.89,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1199,1768295286.612141,44.8,45.14,0.2673,9.11,5.98,3.66,5.23,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1200,1768295346.612141,41.95,43.6,0.2737,13.93,8.35,6.74,7.72,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1201,1768295406.612141,20.55,7.82,0.4638,1.1,5.13,4.27,4.89,1,1,N_2040,T_010,V_4550,WF_0005,PH_1,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-1202,1768295466.612141,21.58,8.4,0.493,9.98,6.86,4.66,8.56,2,1,N_2040,T_010,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-1203,1768295526.612141,27.98,24.08,0.1006,5.44,4.53,5.1,8.3,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1204,1768295586.612141,24.17,19.17,0.479,2.09,8.27,4.88,6.72,1,1,N_2040,T_1020,V_4550,WF_0005,PH_1,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1205,1768295646.612141,20.64,10.32,0.4672,12.74,6.58,4.8,6.95,1,1,N_2040,T_1020,V_4550,WF_0515,PH_1,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1206,1768295706.612141,35.75,43.23,0.2715,5.22,5.58,5.0,7.37,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1207,1768295766.612141,37.1,35.18,0.1125,13.43,4.64,4.68,6.13,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1208,1768295826.612141,38.32,23.36,0.2042,9.61,7.04,5.54,5.34,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1209,1768295886.612141,47.22,41.31,0.2788,8.44,8.53,3.88,8.89,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1210,1768295946.612141,33.99,38.67,0.1317,9.08,8.19,8.97,8.51,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1211,1768296006.612141,31.31,36.65,0.1321,9.86,5.34,7.58,8.66,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1212,1768296066.612141,32.24,51.82,0.3531,7.73,2.68,5.2,6.41,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1213,1768296126.612141,16.83,13.36,0.4779,6.67,6.51,7.03,5.67,2,1,N_0020,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1214,1768296186.612141,44.43,45.76,0.2837,9.09,5.91,6.99,7.2,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1215,1768296246.612141,35.11,43.8,0.208,13.43,6.97,5.92,6.07,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1216,1768296306.612141,47.08,53.12,0.2649,9.04,2.53,7.52,8.66,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1217,1768296366.612141,15.33,19.84,0.4671,10.76,3.88,6.2,6.05,2,1,N_0020,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1218,1768296426.612141,39.77,48.34,0.2257,6.0,3.23,7.22,7.85,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1219,1768296486.612141,32.61,26.61,0.2282,7.65,6.4,7.48,6.57,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1220,1768296546.612141,37.21,49.12,0.3701,8.62,7.17,6.39,4.83,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1221,1768296606.612141,44.43,48.0,0.3481,11.92,2.96,5.67,7.73,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1222,1768296666.612141,30.93,23.28,0.2281,5.53,3.79,4.76,6.62,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1223,1768296726.612141,72.73,33.15,0.2532,3.04,5.36,8.6,4.91,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1224,1768296786.612141,25.66,35.65,0.2542,11.6,5.33,8.06,7.53,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1225,1768296846.612141,27.85,34.4,0.1865,11.67,6.81,5.2,6.07,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1226,1768296906.612141,35.84,30.35,0.2271,6.0,5.69,8.27,4.22,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1227,1768296966.612141,39.91,52.71,0.2117,5.25,8.42,8.86,4.0,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1228,1768297026.612141,44.17,43.85,0.2961,11.16,3.57,3.57,4.32,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1229,1768297086.612141,39.29,51.92,0.3144,12.53,4.73,5.21,6.65,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1230,1768297146.612141,35.25,21.08,0.2675,12.87,2.17,4.02,8.02,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1231,1768297206.612141,39.74,32.34,0.269,5.82,2.09,7.5,6.12,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1232,1768297266.612141,14.01,11.35,0.4636,12.79,7.32,4.64,4.24,1,1,N_0020,T_1020,V_4550,WF_0515,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1233,1768297326.612141,73.91,33.99,0.3933,0.94,2.72,5.77,4.98,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
